Area,Block,Restaurant,Category,Item,Variant,Price,Notes
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Momos (Fried & Steamed),,60,
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Sweet Corn,,50,
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Noodles,,70,
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Manchurian/Fried Rice Combo,,80,
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Manchurian,,80,
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Fried Rice,,80,
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Veggie Burger (with Cheese),,50,
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Spring Roll,,60,
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Tikki Matar,,60,
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Chinese Combo (Noodles + 4 balls Manchurian),,100,
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Nutri Kulcha,,60,
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Pav Bhaji,,70,
CSE Block ,Block 27,Vishal Dhaba & Cafe,,Poha,,30,
CSE Block ,Block 33,Gobindas Kitchen,,Chana Bathura,,75,
CSE Block ,Block 33,Gobindas Kitchen,,Chana Puri,,75,
CSE Block ,Block 33,Gobindas Kitchen,,Chana Kulcha,,75,
CSE Block ,Block 33,Gobindas Kitchen,,Nutri Kulcha,,60,
CSE Block ,Block 33,Gobindas Kitchen,,Allo Prantha,,35,
CSE Block ,Block 33,Gobindas Kitchen,,Gobi Prantha,,35,
CSE Block ,Block 33,Gobindas Kitchen,,Onion Prantha,,35,
CSE Block ,Block 33,Gobindas Kitchen,,Mix Prantha,,35,
CSE Block ,Block 33,Gobindas Kitchen,,Paneer Prantha,,50,
CSE Block ,Block 33,Gobindas Kitchen,,Poha,,40,
CSE Block ,Block 33,Gobindas Kitchen,,Samosa,,20,
CSE Block ,Block 33,Gobindas Kitchen,,Chana Samosa,,50,
CSE Block ,Block 33,Gobindas Kitchen,,Patty,,25,
CSE Block ,Block 33,Gobindas Kitchen,,Bread Pakora,,20,
CSE Block ,Block 33,Gobindas Kitchen,,Maggi,,30,
CSE Block ,Block 33,Gobindas Kitchen,,Veg. Maggi,,50,
CSE Block ,Block 33,Gobindas Kitchen,,Allo Sandwich,,30,
CSE Block ,Block 33,Gobindas Kitchen,,Paneer Sandwich,,50,
CSE Block ,Block 33,Gobindas Kitchen,,Masala Oats,,40,
CSE Block ,Block 33,Gobindas Kitchen,,Milk Oats,,50,
CSE Block ,Block 33,Gobindas Kitchen,,Milk Dalia,,50,
CSE Block ,Block 33,Gobindas Kitchen,,Peanut Butter with Banana (2 Pc.),,50,
CSE Block ,Block 33,Gobindas Kitchen,,Tea,,15,
CSE Block ,Block 33,Gobindas Kitchen,,Coffee,,30,
CSE Block ,Block 33,Gobindas Kitchen,,Lassi (Sweet & Salted),,40,
CSE Block ,Block 33,Gobindas Kitchen,,Shakes,,60,
CSE Block ,Block 33,Gobindas Kitchen,,Normal Thali,,90,
CSE Block ,Block 33,Gobindas Kitchen,,Special Thali,,90,
CSE Block ,Block 33,Gobindas Kitchen,,Dal Rice,,75,
CSE Block ,Block 33,Gobindas Kitchen,,Chana Rice,,75,
CSE Block ,Block 33,Gobindas Kitchen,,Kari Rice,,75,
CSE Block ,Block 33,Gobindas Kitchen,,Rajma Rice,,75,
CSE Block ,Block 33,Gobindas Kitchen,,Paneer Rice,,90,
CSE Block ,Block 33,Gobindas Kitchen,,Paneer Bowl,,90,
CSE Block ,Block 33,Gobindas Kitchen,,Dal Rajma Bowl,,50,
CSE Block ,Block 33,Gobindas Kitchen,,Dry Sabji Bowl,,60,
CSE Block ,Block 33,Gobindas Kitchen,,Sabji + Roti,,70,
CSE Block ,Block 33,Gobindas Kitchen,,Paneer + 4 Roti,,80,
CSE Block ,Block 33,Gobindas Kitchen,,Paneer Burji + 2 Plain Prantha,,80,
CSE Block ,Block 33,Gobindas Kitchen,,Paneer Burji + 2 Bread,,80,
CSE Block ,Block 33,Gobindas Kitchen,,Noodles,,70,
CSE Block ,Block 33,Gobindas Kitchen,,Manchurian,,80,
CSE Block ,Block 33,Gobindas Kitchen,,Fried Rice,,80,
CSE Block ,Block 33,Gobindas Kitchen,,Lemon Rice,,80,
CSE Block ,Block 33,Gobindas Kitchen,,Noodles + Manchurian,,100,
CSE Block ,Block 33,Gobindas Kitchen,,Fried Rice + Manchurian,,80,
CSE Block ,Block 33,Gobindas Kitchen,,Grilled Sandwich,,80,
CSE Block ,Block 33,Gobindas Kitchen,,Nutri + Kulcha,,60,
CSE Block ,Block 33,Gobindas Kitchen,,Pav Bhaji,,70,
CSE Block ,Block 33,Gobindas Kitchen,,White Sauce Pasta,,90,
CSE Block ,Block 33,Gobindas Kitchen,,Red Sauce Pasta,,90,
CSE Block ,Block 33,Gobindas Kitchen,,Dahi Bhalla,,60,
CSE Block ,Block 33,Gobindas Kitchen,,French Fries,,50,
CSE Block ,Block 33,Gobindas Kitchen,,Sweet Corn,,50,
CSE Block ,Block 34,Chaap Express,Soya Tandoori Items,Malai Chaap,,89,
CSE Block ,Block 34,Chaap Express,Soya Tandoori Items,Punjabi Chaap,,89,
CSE Block ,Block 34,Chaap Express,Soya Tandoori Items,Afghani Chaap,,89,
CSE Block ,Block 34,Chaap Express,Soya Tandoori Items,Lemon Chaap,,99,
CSE Block ,Block 34,Chaap Express,Soya Tandoori Items,Sunny Lemon Chaap,,99,
CSE Block ,Block 34,Chaap Express,Soya Tandoori Items,Khafila Chaap,,99,
CSE Block ,Block 34,Chaap Express,Soya Tandoori Items,Stuffed Chaap,,99,
CSE Block ,Block 34,Chaap Express,Soya Tandoori Items,Veg Chicken Tikka Chaap (2pc),,99,
CSE Block ,Block 34,Chaap Express,Soya Tandoori Items,Fish Tikka Chaap (2pc),,99,
CSE Block ,Block 34,Chaap Express,Soya Tandoori Items,Tandoori Leg (2pc),,110,
CSE Block ,Block 34,Chaap Express,Soya Tandoori Items,Seekh Kebab,,89,
CSE Block ,Block 34,Chaap Express,Soya Tandoori Items,Achari Chaap,,99,
CSE Block ,Block 34,Chaap Express,Tikka Items,Mushroom Tikka,,99,
CSE Block ,Block 34,Chaap Express,Tikka Items,Paneer Tikka,,99,
CSE Block ,Block 34,Chaap Express,Tikka Items,Achari Paneer Tikka,,99,
CSE Block ,Block 34,Chaap Express,Tikka Items,Pudina Paneer Tikka,,99,
CSE Block ,Block 34,Chaap Express,Special Paneer Gravy,Special Kadai Paneer,,130,
CSE Block ,Block 34,Chaap Express,Special Paneer Gravy,Special Lemon Kadai Paneer,,130,
CSE Block ,Block 34,Chaap Express,Special Paneer Gravy,Shahi Paneer,,120,
CSE Block ,Block 34,Chaap Express,Special Paneer Gravy,Paneer Lababdar,,120,
CSE Block ,Block 34,Chaap Express,Special Paneer Gravy,Paneer Tikka Butter Masala,,130,
CSE Block ,Block 34,Chaap Express,Special Paneer Gravy,Hari Ke Nazare,,150,
CSE Block ,Block 34,Chaap Express,Rolls,Malai Chaap Roll,,80,
CSE Block ,Block 34,Chaap Express,Rolls,Afghani Chaap Roll,,80,
CSE Block ,Block 34,Chaap Express,Rolls,Punjabi Chaap Roll,,80,
CSE Block ,Block 34,Chaap Express,Rolls,Lemon Chaap Roll,,80,
CSE Block ,Block 34,Chaap Express,Rolls,Stuff Chaap Roll,,90,
CSE Block ,Block 34,Chaap Express,Rolls,Veg Chicken Tikka Roll,,99,
CSE Block ,Block 34,Chaap Express,Rolls,Veg Fish Tikka Roll,,99,
CSE Block ,Block 34,Chaap Express,Rolls,Veg Kebab Roll,,99,
CSE Block ,Block 34,Chaap Express,Rolls,Veg Butter Leg Roll,,99,
CSE Block ,Block 34,Chaap Express,Thali Special,Amritsari Aloo Kulcha,,70,
CSE Block ,Block 34,Chaap Express,Thali Special,Amritsari Gobi Kulcha,,80,
CSE Block ,Block 34,Chaap Express,Thali Special,Amritsari Green Chilly Kulcha,,80,
CSE Block ,Block 34,Chaap Express,Thali Special,Amritsari Mix Kulcha,,80,
CSE Block ,Block 34,Chaap Express,Thali Special,Amritsari Paneer Kulcha,,110,
CSE Block ,Block 34,Chaap Express,Thali Special,Garlic Naan + Raita,,80,
CSE Block ,Block 34,Chaap Express,Breads,Butter Naan,,30,
CSE Block ,Block 34,Chaap Express,Breads,Aloo Naan,,40,
CSE Block ,Block 34,Chaap Express,Breads,Paneer Naan,,60,
CSE Block ,Block 34,Chaap Express,Breads,Ghobi Naan,,40,
CSE Block ,Block 34,Chaap Express,Breads,Mix Naan,,40,
CSE Block ,Block 34,Chaap Express,Breads,Garlic Naan,,50,
CSE Block ,Block 34,Chaap Express,Breads,Green Chilly Naan,,40,
CSE Block ,Block 34,Chaap Express,Breads,Red Chilly Naan,,40,
CSE Block ,Block 34,Chaap Express,Breads,Onion Naan,,40,
CSE Block ,Block 34,Chaap Express,Desi Munch & More,Choley Bhature,,70,
CSE Block ,Block 34,Chaap Express,Desi Munch & More,Aloo Poori,,60,
CSE Block ,Block 34,Chaap Express,Tandoori Combos,Malai Chaap + Butter Naan,,100,
CSE Block ,Block 34,Chaap Express,Tandoori Combos,Punjabi Chaap + Butter Naan,,100,
CSE Block ,Block 34,Chaap Express,Gravy Combos,Tawa Chaap + Butter Naan,,100,
CSE Block ,Block 34,Chaap Express,Gravy Combos,Rogan Josh + Butter Naan,,110,
CSE Block ,Block 34,Chaap Express,Gravy Combos,Black Mutton + Butter Naan,,150,
CSE Block ,Block 34,Chaap Express,Paneer Combos,Paneer Butter Masala + Butter Naan,,150,
CSE Block ,Block 34,Chaap Express,Paneer Combos,Shahi Paneer + Butter Naan,,110,
CSE Block ,Block 34,Bengali_Bawarchi,,Dal Puri,,60,
CSE Block ,Block 34,Bengali_Bawarchi,,Veg Roll,,60,
CSE Block ,Block 34,Bengali_Bawarchi,,Noodles Roll,,60,
CSE Block ,Block 34,Bengali_Bawarchi,,Paneer Roll,,70,
CSE Block ,Block 34,Bengali_Bawarchi,,Malai Chap Roll,,70,
CSE Block ,Block 34,Bengali_Bawarchi,,Nugget Rice Bowl,,70,
CSE Block ,Block 34,Bengali_Bawarchi,,Paneer Rice Bowl,,80,
CSE Block ,Block 34,Bengali_Bawarchi,,Malai Chap Rice Bowl,,80,
CSE Block ,Block 34,Bengali_Bawarchi,,Dal Rice,,50,
CSE Block ,Block 34,Bengali_Bawarchi,,Rajma Rice,,60,
CSE Block ,Block 34,Bengali_Bawarchi,,Normal Thali,,80,
CSE Block ,Block 34,Bengali_Bawarchi,,Special Thali,,100,
CSE Block ,Block 34,Bengali_Bawarchi,,Veg Biryani,,80,
CSE Block ,Block 34,Bengali_Bawarchi,,Jalebi (30 Rs / 100 gram),,30,
CSE Block ,Block 34,Payal Chat,,CHANA BHUTARA / PURI (2PC),,60,
CSE Block ,Block 34,Payal Chat,,CHAT TIKKI (250ML),,60,
CSE Block ,Block 34,Payal Chat,,BHALLA PAPRI (250ML),,60,
CSE Block ,Block 34,Payal Chat,,CHANA SAMOSA (2PC),,45,
CSE Block ,Block 34,Payal Chat,,CHANA MATHI (2PC),,45,
CSE Block ,Block 34,Payal Chat,,CHANA KACHORI (2PC),,45,
CSE Block ,Block 34,Payal Chat,,PANI PURI (5PC),,20,
CSE Block ,Block 34,Payal Chat,,LEMON SODA,,30,
CSE Block ,Block 34,Payal Chat,,LEMON SODA (Large),,40,
CSE Block ,Block 34,Tealogy café,,IRANI CHAI (200ML),,40,
CSE Block ,Block 34,Tealogy café,,GUD WALI CHAI (100ML),,20,
CSE Block ,Block 34,Tealogy café,,GUD WALI CHAI (200ML),,40,
CSE Block ,Block 34,Tealogy café,,TEALOGY SPECIAL CHAI (100ML),,25,
CSE Block ,Block 34,Tealogy café,,TEALOGY SPECIAL CHAI (200ML),,45,
CSE Block ,Block 34,Tealogy café,,LEMON MINT TEA (200ML),,35,
CSE Block ,Block 34,Tealogy café,,GREEN TEA (200ML),,30,
CSE Block ,Block 34,Tealogy café,,SIMPLE COFFEE (100ML),,25,
CSE Block ,Block 34,Tealogy café,,SIMPLE COFFEE (200ML),,40,
CSE Block ,Block 34,Tealogy café,,ESPRESSO (200ML),,50,
CSE Block ,Block 34,Tealogy café,,AMERICANO (200ML),,60,
CSE Block ,Block 34,Tealogy café,,CAPPUCCINO (200ML),,70,
CSE Block ,Block 34,Tealogy café,,CAFE LATE (200ML),,70,
CSE Block ,Block 34,Tealogy café,,FLAT WHITE (200ML),,80,
CSE Block ,Block 34,Tealogy café,,MOCHA (200ML),,80,
CSE Block ,Block 34,Tealogy café,,FRENCH VANILLA (200ML),,90,
CSE Block ,Block 34,Tealogy café,,HAZELNUT (200ML),,90,
CSE Block ,Block 34,Tealogy café,,CARAMEL CAPPUCCINO (200ML),,100,
CSE Block ,Block 34,Tealogy café,,HOT CHOCOLATE,,60,
CSE Block ,Block 34,Tealogy café,,HAZELNUT HOT CHOCOLATE,,70,
CSE Block ,Block 34,Tealogy café,,ALOO TIKKI SUB,,90,
CSE Block ,Block 34,Tealogy café,,VEG TIKKI SUB,,100,
CSE Block ,Block 34,Tealogy café,,HARA BHARA SUB,,110,
CSE Block ,Block 34,Tealogy café,,SPICEY PANNER SUB,,120,
CSE Block ,Block 34,Tealogy café,,MAXICAN SUB,,110,
CSE Block ,Block 34,Tealogy café,,MAKHANI PANNER SUB,,120,
CSE Block ,Block 34,Tealogy café,,MACARONI WITH WHITE SAUCE,,60,
CSE Block ,Block 34,Tealogy café,,BAKED MACARONI WITH WHITE SAUCE,,80,
CSE Block ,Block 34,Tealogy café,,MACARONI WITH MIX SAUCE,,70,
CSE Block ,Block 34,Tealogy café,,BAKED MACARONI WITH MIXED SAUCE,,90,
CSE Block ,Block 34,Tealogy café,,VEGITABLE SOOJI CAKES (IDLE),,60,
CSE Block ,Block 34,Tealogy café,,VEGITABLE SOOJI CAKES (IDLE) WITH CHEESE,,80,
CSE Block ,Block 34,Tealogy café,,CLASSIC COLD COFFEE (300ML),,80,
CSE Block ,Block 34,Tealogy café,,CLASSIC COLD COFFEE WITH ICE CREAM (300ML),,90,
CSE Block ,Block 34,Tealogy café,,CARAMEL FRAPPE (300ML),,100,
CSE Block ,Block 34,Tealogy café,,MOCHA FRAPPE (300ML),,100,
CSE Block ,Block 34,Tealogy café,,HAZELNUT FRAPPE (300ML),,100,
CSE Block ,Block 34,Tealogy café,,LEMON ICED TEA (300ML),,50,
CSE Block ,Block 34,Tealogy café,,LEMON MINT ICED TEA (300ML),,60,
CSE Block ,Block 34,Tealogy café,,STRAWBERRY ICED TEA (300ML),,70,
CSE Block ,Block 34,Tealogy café,,CHOCOLATE SHAKE (300ML),,80,
CSE Block ,Block 34,Tealogy café,,STRAWBERRY SHAKE (300ML),,80,
CSE Block ,Block 34,Tealogy café,,KIT KAT SHAKE (300ML),,90,
CSE Block ,Block 34,Tealogy café,,OREO CAREMEL (300ML),,100,
CSE Block ,Block 34,Tealogy café,,BROWNIE SHAKE (300ML),,110,
CSE Block ,Block 34,Tealogy café,,RED VELVET SHAKE (300ML),,110,
CSE Block ,Block 34,Tealogy café,,AMERICAN MUD PIE SCHAKE (300ML),,120,
CSE Block ,Block 34,Tealogy café,,VIRGIN MOJITO (300ML),,70,
CSE Block ,Block 34,Tealogy café,,KIWI COOLER (300ML),,70,
CSE Block ,Block 34,Tealogy café,,BLUE CURACAO MOJITO (300ML),,70,
CSE Block ,Block 34,Tealogy café,,GREEN APPLE MOJITO (300ML),,80,
CSE Block ,Block 34,Tealogy café,,WATERMELON MOJITO (300ML),,80,
CSE Block ,Block 34,Tealogy café,,PINK PANTHER (300ML),,80,
CSE Block ,Block 34,Tealogy café,,BLACKCRUENT MOJITO (300ML),,90,
CSE Block ,Block 34,Tealogy café,,POPCORN SALTED (HALF),,30,
CSE Block ,Block 34,Tealogy café,,POPCORN SALTED (FULL),,50,
CSE Block ,Block 34,Tealogy café,,POPCORN PERI PERI (HALF),,35,
CSE Block ,Block 34,Tealogy café,,POPCORN PERI PERI (FULL),,60,
CSE Block ,Block 34,Tealogy café,,MASKA BUN (FULL),,50,
CSE Block ,Block 34,Tealogy café,,HOT BROWNIE WITH ICE CREAM (FULL),,60,
CSE Block ,Block 34,Tealogy café,,CRISPERS (FULL),,90,
CSE Block ,Block 34,Tealogy café,,FRIES (FULL),,80,
CSE Block ,Block 34,Tealogy café,,PERI PERI FRIES (FULL),,90,
CSE Block ,Block 34,Tealogy café,,MASALA FRIES (FULL),,120,
CSE Block ,Block 34,Tealogy café,,TEALOGY SPECIAL LOADED FRIES (FULL),,130,
CSE Block ,Block 34,Tealogy café,,SPRING ROLLS (FULL),,80,
CSE Block ,Block 34,Tealogy café,,CLASSIC CORN (FULL),,50,
CSE Block ,Block 34,Tealogy café,,CHILLI BUTTER CORN (FULL),,60,
CSE Block ,Block 34,Tealogy café,,CHEESE BUTTER CORN (FULL),,70,
CSE Block ,Block 34,Tealogy café,,ANY DIP,,20,
CSE Block ,Block 34,Tealogy café,,EXTRA COFFEE,,30,
CSE Block ,Block 34,Chennai Express,,Punugulu,,60,
CSE Block ,Block 34,Chennai Express,,Masala Dosa,,60,
CSE Block ,Block 34,Chennai Express,,Plain Dosa,,50,
CSE Block ,Block 34,Chennai Express,,Idli,,50,
CSE Block ,Block 34,Chennai Express,,Vada (per piece),,20,
CSE Block ,Block 34,Chennai Express,,Onion Dosa,,70,
CSE Block ,Block 34,Chennai Express,,Ghee Dosa,,60,
CSE Block ,Block 34,Chennai Express,,Podi Dosa,,70,
CSE Block ,Block 34,Chennai Express,,Aama Vada,,25,
CSE Block ,Block 34,Bengali_Bawarchi,,Dal Puri,,60,
CSE Block ,Block 34,Bengali_Bawarchi,,Veg Roll,,60,
CSE Block ,Block 34,Bengali_Bawarchi,,Noodles Roll,,60,
CSE Block ,Block 34,Bengali_Bawarchi,,Paneer Roll,,70,
CSE Block ,Block 34,Bengali_Bawarchi,,Malai Chap Roll,,70,
CSE Block ,Block 34,Bengali_Bawarchi,,Nugget Rice Bowl,,70,
CSE Block ,Block 34,Bengali_Bawarchi,,Paneer Rice Bowl,,80,
CSE Block ,Block 34,Bengali_Bawarchi,,Malai Chap Rice Bowl,,80,
CSE Block ,Block 34,Bengali_Bawarchi,,Dal Rice,,50,
CSE Block ,Block 34,Bengali_Bawarchi,,Rajma Rice,,60,
CSE Block ,Block 34,Bengali_Bawarchi,,Normal Thali,,80,
CSE Block ,Block 34,Bengali_Bawarchi,,Special Thali,,100,
CSE Block ,Block 34,Bengali_Bawarchi,,Veg Biryani,,80,
CSE Block ,Block 34,Bengali_Bawarchi,,Jalebi (30 Rs / 100 gram),,30,
CSE Block ,Block 34,Protein O Shakes,Burgers,Soya Patty Burger,,₹60,
CSE Block ,Block 34,Protein O Shakes,Burgers,Veggie Burger,,₹60,
CSE Block ,Block 34,Protein O Shakes,Burgers,Cheese Veg Burger,,₹70,
CSE Block ,Block 34,Protein O Shakes,Burgers,Paneer Tikka Burger,,₹80,
CSE Block ,Block 34,Protein O Shakes,Burgers,Mexican Patty Burger,,₹80,
CSE Block ,Block 34,Protein O Shakes,Sub's,Veggie Delight,,₹70,
CSE Block ,Block 34,Protein O Shakes,Sub's,Mexican Paneer,,₹80,
CSE Block ,Block 34,Protein O Shakes,Sub's,Cheese Paneer,,₹70,
CSE Block ,Block 34,Protein O Shakes,Sub's,Afghani Paneer,,₹80,
CSE Block ,Block 34,Protein O Shakes,Sub's,Paneer Tikka,,₹80,
CSE Block ,Block 34,Protein O Shakes,Sandwiches,Corn Sandwiches,,₹50,
CSE Block ,Block 34,Protein O Shakes,Sandwiches,Vege Sandwiches,,₹50,
CSE Block ,Block 34,Protein O Shakes,Sandwiches,Hara Bhara Sandwiches,,₹60,
CSE Block ,Block 34,Protein O Shakes,Sandwiches,Paneer Sandwiches,,₹60,
CSE Block ,Block 34,Protein O Shakes,Sandwiches,Tandoori Sandwiches,,₹60,
CSE Block ,Block 34,Protein O Shakes,Sandwiches,Veggie Sandwiches,,₹60,
CSE Block ,Block 34,Protein O Shakes,Sandwiches,Cheese Sandwiches,,₹60,
CSE Block ,Block 34,Protein O Shakes,Sandwiches,Mexican Sandwiches,,₹60,
CSE Block ,Block 34,Protein O Shakes,Sandwiches,Paneer Tikka Sandwiches,,₹70,
CSE Block ,Block 34,Protein O Shakes,Sandwiches,Club Sandwiches,,₹80,
CSE Block ,Block 34,Protein O Shakes,Wraps And Rolls,Tawa Paneer Labab,,₹60,
CSE Block ,Block 34,Protein O Shakes,Wraps And Rolls,Paneer Tikka Roll,,₹70,
CSE Block ,Block 34,Protein O Shakes,Wraps And Rolls,Chilli Paneer Roll,,₹80,
CSE Block ,Block 34,Protein O Shakes,Wraps And Rolls,Soya Chaap Roll,,₹80,
CSE Block ,Block 34,Protein O Shakes,Wraps And Rolls,Veggie Wrap,,₹80,
CSE Block ,Block 34,Protein O Shakes,Wraps And Rolls,Paneer Tikka Wrap,,₹80,
CSE Block ,Block 34,Protein O Shakes,Wraps And Rolls,Mexican Wrap,,₹90,
CSE Block ,Block 34,Protein O Shakes,Soups,Tomato Soup,,₹40,
CSE Block ,Block 34,Protein O Shakes,Soups,Hot & Sour Soup,,₹40,
CSE Block ,Block 34,Protein O Shakes,Soups,Corn Soup,,₹40,
CSE Block ,Block 34,Protein O Shakes,Soups,Lemon Coriander,,₹50,
CSE Block ,Block 34,Protein O Shakes,Addition,Extra Cheese,,₹20,
CSE Block ,Block 34,Protein O Shakes,Addition,Cheese Slice,,₹20,
CSE Block ,Block 34,Protein O Shakes,Addition,Jalpeno,,₹20,
CSE Block ,Block 34,Protein O Shakes,Addition,Extra Sauce,,₹15,
CSE Block ,Block 34,Protein O Shakes,Addition,Mayonnaise,,₹15,
CSE Block ,Block 34,Protein O Shakes,Addition,Schezwan Sauce,,₹15,
CSE Block ,Block 34,Protein O Shakes,Addition,Honey,,₹15,
CSE Block ,Block 34,Talk of the town,Meal,Normal Roti Meal,,75,Dal/Chana Curry + 4 Roti
CSE Block ,Block 34,Talk of the town,Meal,Normal Rice Meal,,75,Dal/Chana Curry + Rice
CSE Block ,Block 34,Talk of the town,Meal,Normal Paratha Meal,,85,Dal/Chana Curry + 3 Paratha
CSE Block ,Block 34,Talk of the town,Meal,Special Roti Meal,,85,Any Gravy + 4 Roti
CSE Block ,Block 34,Talk of the town,Meal,Special Rice Meal,,95,Any Gravy + Rice
CSE Block ,Block 34,Talk of the town,Meal,Special Paratha Meal,,95,Any Gravy + 3 Paratha
CSE Block ,Block 34,Talk of the town,Thali,All-in-One Thali,,120,1 Chana + Paneer Gravy + 3 Roti + Rice
CSE Block ,Block 34,Talk of the town,Rice,Biryani,,70,Hyderabadi Biryani
CSE Block ,Block 34,Talk of the town,Rice,Fried Rice,,70,
CSE Block ,Block 34,Talk of the town,Rice,Gravy + Fried Rice,,90,Paneer Gravy + Fried Rice
CSE Block ,Block 34,Talk of the town,Rice,Pulao Rice,,70,
CSE Block ,Block 34,Talk of the town,Rice,Gravy + Pulao Rice,,90,Paneer Gravy + Pulao Rice
CSE Block ,Block 34,Talk of the town,Rice,Lemon Rice,,60,
CSE Block ,Block 34,Talk of the town,Paratha,Aloo Pyaz Paratha,,35,
CSE Block ,Block 34,Talk of the town,South Indian,Idli Sambar,,60,
CSE Block ,Block 34,Talk of the town,South Indian,Vada Sambar,,60,2 pcs
CSE Block ,Block 34,Talk of the town,Snacks,Pav Bhaji,,70,
CSE Block ,Block 34,Talk of the town,Snacks,Dahi Bhalla,,60,
CSE Block ,Block 34,Talk of the town,Snacks,Samosa,,20,
CSE Block ,Block 34,Talk of the town,Snacks,1 Samosa + Chana,,30,
CSE Block ,Block 34,Talk of the town,Snacks,2 Samosa + Chana,,50,
CSE Block ,Block 34,Talk of the town,Snacks,Bread Pakoda,,20,
CSE Block ,Block 34,Talk of the town,Beverages,Chai,,15,Small/Medium/Large mentioned
CSE Block ,Block 34,Talk of the town,Beverages,Coffee,,30,Medium/Large mentioned
CSE Block ,Block 34,Talk of the town,Beverages,Lassi,,40,
CSE Block ,Block 34,Nepali Swadh,Fries,Salted Fries,,60,
CSE Block ,Block 34,Nepali Swadh,Fries,Peri Peri Fries,,60,
CSE Block ,Block 34,Nepali Swadh,Fries,Tandoori Fries,,80,
CSE Block ,Block 34,Nepali Swadh,Fries,Masala Fries,,60,
CSE Block ,Block 34,Nepali Swadh,Fries,Normal Cheese Fries,,60,
CSE Block ,Block 34,Nepali Swadh,Fries,Cheese Baked Fries,,60,
CSE Block ,Block 34,Nepali Swadh,Fries,Cheese Creamy Fries,,60,
CSE Block ,Block 34,Nepali Swadh,Fries,Tandoori Malai Fries,,60,
CSE Block ,Block 34,Nepali Swadh,Fries,Honey Chilly Potato,,80,
CSE Block ,Block 34,Nepali Swadh,Fries,Chilly Potato,,80,
CSE Block ,Block 34,Nepali Swadh,Thukpa,Veg Thukpa,,50,
CSE Block ,Block 34,Nepali Swadh,Thukpa,Paneer Thukpa,,70,
CSE Block ,Block 34,Nepali Swadh,Thukpa,Mushroom Thukpa,,70,
CSE Block ,Block 34,Nepali Swadh,Thukpa,Sesma Thukpa,,70,
CSE Block ,Block 34,Nepali Swadh,Thukpa,Mix Thukpa,,80,
CSE Block ,Block 34,Nepali Swadh,Noodles,Veg Noodles,,80,
CSE Block ,Block 34,Nepali Swadh,Noodles,Corn Noodles,,70,
CSE Block ,Block 34,Nepali Swadh,Noodles,Keema Noodles,,70,
CSE Block ,Block 34,Nepali Swadh,Noodles,Paneer Noodles,,80,
CSE Block ,Block 34,Nepali Swadh,Noodles,Mushroom Noodles,,80,
CSE Block ,Block 34,Nepali Swadh,Noodles,Mix Noodles,,80,
CSE Block ,Block 34,Nepali Swadh,Noodles,Paneer Chilli Noodles,,80,
CSE Block ,Block 34,Nepali Swadh,Noodles,Manchurian Noodles,,80,
CSE Block ,Block 34,Nepali Swadh,Noodles,Manchurian Chilli Noodles,,80,
CSE Block ,Block 34,Nepali Swadh,Noodles,Mushroom Chilli Noodles,,80,
CSE Block ,Block 34,Nepali Swadh,Garlic Bread,Cheese Corn Garlic Bread,,70,
CSE Block ,Block 34,Nepali Swadh,Garlic Bread,Cheese Garlic Bread,,70,
CSE Block ,Block 34,Nepali Swadh,Garlic Bread,Paneer Garlic Bread,,80,
CSE Block ,Block 34,Nepali Swadh,Garlic Bread,Mushroom Garlic Bread,,80,
CSE Block ,Block 34,Nepali Swadh,Garlic Bread,Onion Capsicum Garlic Bread,,80,
CSE Block ,Block 34,Nepali Swadh,Garlic Bread,Paneer + Mushroom Garlic Bread,,90,
CSE Block ,Block 34,Nepali Swadh,Garlic Bread,Fully Loaded Garlic Bread,,110,
CSE Block ,Block 34,Nepali Swadh,Garlic Bread,Keema Garlic Bread,,80,
CSE Block ,Block 34,Nepali Swadh,Pizza,Cheese Corn Pizza,,80,
CSE Block ,Block 34,Nepali Swadh,Pizza,Onion Capsicum Pizza,,100,
CSE Block ,Block 34,Nepali Swadh,Pizza,Margarita Pizza,,110,
CSE Block ,Block 34,Nepali Swadh,Pizza,Paneer Pizza,,120,
CSE Block ,Block 34,Nepali Swadh,Pizza,Mushrooms Pizza,,120,
CSE Block ,Block 34,Nepali Swadh,Pizza,Paneer + Mushrooms Pizza,,150,
CSE Block ,Block 34,Nepali Swadh,Pizza,Keema Pizza,,100,
CSE Block ,Block 34,Nepali Swadh,Pizza,Fully Loaded Pizza,,150,
CSE Block ,Block 34,Nepali Swadh,Pizza,Pineapple Pizza,,150,
CSE Block ,Block 34,Nepali Swadh,Momo,Veg Steam Momo,,80,
CSE Block ,Block 34,Nepali Swadh,Momo,Fry Momo,,70,
